term	score	AffectDimension
rouillé	0.656	sadness
malade	0.656	sadness
démoniaque	0.656	sadness
péril	0.656	sadness
prison	0.656	sadness
se lamenter	0.656	sadness
merdique	0.656	sadness
polio	0.656	sadness
mutiler	0.656	sadness
se ruiner	0.656	sadness
pleurer	0.656	sadness
voler	0.656	sadness
cercueil	0.656	sadness
morne	0.656	sadness
carcasse	0.653	sadness
regretté	0.652	sadness
battement	0.652	sadness
lâcheté	0.652	sadness
invalidité	0.648	sadness
affliction	0.645	sadness
urgence	0.641	sadness
haine	0.641	sadness
résiliation	0.641	sadness
terrible	0.641	sadness
exorcisme	0.641	sadness
coupable	0.641	sadness
fléau	0.641	sadness
périlleux	0.641	sadness
toxique	0.641	sadness
inquiéter	0.641	sadness
noyer	0.641	sadness
infertilité	0.641	sadness
envelopper	0.641	sadness
impuissant	0.641	sadness
triste	0.641	sadness
échouer	0.641	sadness
terriblement	0.641	sadness
inégalité	0.641	sadness
incarcération	0.641	sadness
sinistré	0.641	sadness
psychose	0.638	sadness
désappointé	0.636	sadness
démolir	0.636	sadness
consternation	0.636	sadness
complainte	0.636	sadness
pénible	0.634	sadness
mausolée	0.63	sadness
brisé	0.63	sadness
tyran	0.625	sadness
décevant	0.625	sadness
insurmontable	0.625	sadness
blessure	0.625	sadness
impuissance	0.625	sadness
détruit	0.625	sadness
abuser de	0.625	sadness
démoli	0.625	sadness
paralysie	0.625	sadness
perdu	0.625	sadness
posthume	0.625	sadness
obscurité	0.625	sadness
schizophrénie	0.625	sadness
maudit	0.625	sadness
non désiré	0.625	sadness
désespéré	0.625	sadness
mettre fin	0.625	sadness
déshonorer	0.625	sadness
le regret	0.625	sadness
amèrement	0.625	sadness
blesser	0.625	sadness
contrainte	0.625	sadness
oppressif	0.625	sadness
détériorer	0.625	sadness
inhumain	0.623	sadness
divorce	0.623	sadness
mélancolie	0.621	sadness
incinération	0.621	sadness
bombe	0.621	sadness
abandonner	0.621	sadness
préoccupé	0.621	sadness
situation critique	0.621	sadness
impitoyable	0.612	sadness
état septique	0.611	sadness
submergé	0.609	sadness
craintivement	0.609	sadness
languissant	0.609	sadness
alcoolisme	0.609	sadness
irréparable	0.609	sadness
faillite	0.609	sadness
sang	0.609	sadness
débâcle	0.609	sadness
cruel	0.609	sadness
blessé	0.609	sadness
déloyal	0.609	sadness
la laideur	0.609	sadness
dérogatoire	0.609	sadness
blesser	0.609	sadness
décevoir	0.609	sadness
écrasement	0.609	sadness
manille	0.609	sadness
terrible	0.609	sadness
sacrifices	0.609	sadness
rompre	0.609	sadness
assujettissement	0.609	sadness
exclu	0.609	sadness
pécheur	0.609	sadness
dégradant	0.609	sadness
sans valeur	0.609	sadness
coupable	0.609	sadness
briser	0.609	sadness
désobligeant	0.609	sadness
délabré	0.609	sadness
honteux	0.609	sadness
malédiction	0.608	sadness
anthrax	0.6	sadness
vol	0.6	sadness
seul	0.6	sadness
angoisse	0.598	sadness
perdant	0.594	sadness
prison	0.594	sadness
sombre	0.594	sadness
contaminé	0.594	sadness
privé	0.594	sadness
martyre	0.594	sadness
irréconciliable	0.594	sadness
braconnage	0.594	sadness
brailler	0.594	sadness
expulsion	0.594	sadness
mauvais	0.594	sadness
sans espoir	0.594	sadness
chute	0.594	sadness
déportation	0.594	sadness
effritement	0.594	sadness
détresse	0.594	sadness
déception	0.594	sadness
démon	0.594	sadness
le néant	0.594	sadness
condoléances	0.594	sadness
crypte	0.594	sadness
désir	0.594	sadness
la honte	0.594	sadness
captivité	0.594	sadness
effacer	0.594	sadness
le chaos	0.594	sadness
violation	0.594	sadness
vengeance	0.594	sadness
cassé	0.594	sadness
abîme	0.594	sadness
petloss	0.594	sadness
délinquant	0.594	sadness
remords	0.594	sadness
trahir	0.594	sadness
dysenterie	0.593	sadness
rouille	0.591	sadness
mélancolique	0.591	sadness
rupture	0.588	sadness
traitre	0.588	sadness
hâve	0.587	sadness
mensonge	0.585	sadness
choléra	0.583	sadness
dégénérescence	0.578	sadness
indésirable	0.578	sadness
sombre	0.578	sadness
la tourmente	0.578	sadness
terrible	0.578	sadness
effrayer	0.578	sadness
indisposé	0.578	sadness
brute	0.578	sadness
amertume	0.578	sadness
la discrimination	0.578	sadness
gémissement	0.578	sadness
humiliation	0.578	sadness
sordide	0.578	sadness
immoral	0.578	sadness
nocif	0.578	sadness
inhumation	0.578	sadness
nié	0.578	sadness
dommage	0.578	sadness
délire	0.576	sadness
captif	0.576	sadness
pessimisme	0.576	sadness
déplorer	0.576	sadness
gémissement	0.576	sadness
détesté	0.576	sadness
diable	0.576	sadness
dégâts	0.576	sadness
odieux	0.575	sadness
fanatique	0.574	sadness
perdition	0.569	sadness
adultère	0.566	sadness
corrompre	0.565	sadness
détérioration	0.562	sadness
fouetter	0.562	sadness
lugubre	0.562	sadness
comateux	0.562	sadness
autopsie	0.562	sadness
inquiétant	0.562	sadness
tromper	0.562	sadness
tombeau	0.562	sadness
tromperie	0.562	sadness
se vautrer	0.562	sadness
pessimiste	0.562	sadness
rejet	0.562	sadness
triste jour	0.562	sadness
naufrage	0.562	sadness
trompeur	0.562	sadness
urne	0.562	sadness
punitif	0.562	sadness
blessure	0.562	sadness
rancœur	0.562	sadness
endocardite	0.562	sadness
rhumatisme	0.562	sadness
affliction	0.562	sadness
expirer	0.562	sadness
tyrannie	0.562	sadness
anathème	0.562	sadness
pauvre	0.562	sadness
fuyez	0.562	sadness
dérangé	0.562	sadness
défunt	0.558	sadness
martyr	0.556	sadness
frapper	0.555	sadness
paludisme	0.547	sadness
pendaison	0.547	sadness
dépit	0.547	sadness
malaise	0.547	sadness
mémorial	0.547	sadness
démission	0.547	sadness
absence	0.547	sadness
tu me manques	0.547	sadness
dégouté	0.547	sadness
méchant	0.547	sadness
isolé	0.547	sadness
peste	0.547	sadness
coup	0.547	sadness
bombardier	0.547	sadness
l'hydrocéphalie	0.547	sadness
se rendre	0.547	sadness
insatisfait	0.547	sadness
décourager	0.547	sadness
désillusion	0.547	sadness
rejeter	0.547	sadness
éviter	0.547	sadness
pitié	0.547	sadness
maussade	0.547	sadness
infâme	0.546	sadness
gémissement	0.545	sadness
commotion cérébrale	0.545	sadness
foncé	0.545	sadness
incrimination	0.545	sadness
faiblement	0.544	sadness
douloureux	0.544	sadness
mécontentement	0.543	sadness
pompes funèbres	0.538	sadness
agresseur	0.536	sadness
détérioration	0.536	sadness
grandement	0.531	sadness
antisocial	0.531	sadness
le mal du pays	0.531	sadness
confiné	0.531	sadness
hostile	0.531	sadness
attaquer	0.531	sadness
ternir	0.531	sadness
confiscation	0.531	sadness
vol	0.531	sadness
explosion	0.531	sadness
trompé	0.531	sadness
dégoûter	0.531	sadness
embolie	0.531	sadness
requiem	0.531	sadness
console	0.531	sadness
dépossédé	0.531	sadness
disparité	0.531	sadness
malade	0.531	sadness
prisonnier	0.531	sadness
embarras	0.531	sadness
mal	0.531	sadness
infliger	0.531	sadness
névrose	0.531	sadness
épitaphe	0.531	sadness
pénitence	0.531	sadness
renfrogné	0.531	sadness
grief	0.53	sadness
rechute	0.53	sadness
oublié	0.53	sadness
désagréable	0.53	sadness
désactiver	0.529	sadness
sans défense	0.526	sadness
défunt	0.518	sadness
ridicule	0.518	sadness
malheur	0.516	sadness
cécité	0.516	sadness
hostile	0.516	sadness
illusion	0.516	sadness
flétrir	0.516	sadness
étouffé	0.516	sadness
élimination	0.516	sadness
malchanceux	0.516	sadness
endolori	0.516	sadness
retard	0.516	sadness
végétatif	0.516	sadness
dépouillé	0.516	sadness
péché	0.516	sadness
séquestration	0.516	sadness
mécontent	0.516	sadness
accident	0.516	sadness
décharges	0.516	sadness
hideux	0.516	sadness
la faiblesse	0.516	sadness
pourri	0.516	sadness
non partagé	0.509	sadness
dictature	0.509	sadness
se plaindre	0.509	sadness
perdre	0.509	sadness
regrettable	0.509	sadness
peu sûr	0.509	sadness
la sorcellerie	0.508	sadness
drogué	0.5	sadness
irrespectueux	0.5	sadness
injuste	0.5	sadness
blennorragie	0.5	sadness
perturbé	0.5	sadness
pourrir	0.5	sadness
négatif	0.5	sadness
hurler	0.5	sadness
dolor	0.5	sadness
mortalité	0.5	sadness
furieux	0.5	sadness
athérosclérose	0.5	sadness
impossible	0.5	sadness
crash	0.5	sadness
préjudiciable	0.5	sadness
chronique	0.5	sadness
renfrogné	0.5	sadness
malaise	0.5	sadness
intolérant	0.5	sadness
impie	0.5	sadness
conséquences	0.5	sadness
exploser	0.5	sadness
reculer	0.5	sadness
combattu	0.5	sadness
expulser	0.5	sadness
nauséeux	0.5	sadness
exclusion	0.5	sadness
aggravant	0.5	sadness
sénile	0.5	sadness
anxiété	0.5	sadness
se lasser	0.5	sadness
cytomégalovirus	0.5	sadness
poursuivre	0.5	sadness
difficulté	0.5	sadness
bière	0.5	sadness
la faillite	0.5	sadness
endémique	0.5	sadness
offensé	0.5	sadness
amortisseur	0.5	sadness
foiré	0.5	sadness
coma	0.5	sadness
expulser	0.5	sadness
dérogation	0.491	sadness
rob	0.491	sadness
cri	0.485	sadness
récession	0.485	sadness
évasion	0.484	sadness
injustifié	0.484	sadness
démissionner	0.484	sadness
lâche	0.484	sadness
gémissement	0.484	sadness
lassitude	0.484	sadness
inadéquat	0.484	sadness
perturbation	0.484	sadness
insulter	0.484	sadness
fragilité	0.484	sadness
adversité	0.484	sadness
réprimer	0.484	sadness
grimacer	0.484	sadness
usé	0.484	sadness
méchant	0.484	sadness
sabotage	0.484	sadness
critique	0.484	sadness
arsenic	0.484	sadness
représailles	0.484	sadness
mendier	0.484	sadness
hôpital	0.484	sadness
infraction	0.484	sadness
cassé	0.484	sadness
infectieux	0.483	sadness
malhonnête	0.482	sadness
pourriture	0.482	sadness
dissolution	0.48	sadness
le plus bas	0.478	sadness
mauvais pour la santé	0.474	sadness
irritation	0.47	sadness
perversion	0.469	sadness
désapprobation	0.469	sadness
de mauvaise humeur	0.469	sadness
vulnérabilité	0.469	sadness
pénal	0.469	sadness
domination	0.469	sadness
défavorable	0.469	sadness
illégal	0.469	sadness
indifférent	0.469	sadness
exclu	0.469	sadness
séparer	0.469	sadness
connivence	0.469	sadness
malheureux	0.469	sadness
sédition	0.469	sadness
peine	0.469	sadness
pernicieux	0.469	sadness
tout	0.469	sadness
conflit	0.469	sadness
précipité	0.469	sadness
inquiétude	0.469	sadness
condamné	0.469	sadness
effondrer	0.469	sadness
tomber	0.469	sadness
expulsion	0.469	sadness
frustrer	0.469	sadness
critiquer	0.469	sadness
rougeole	0.469	sadness
récidive	0.469	sadness
effiloché	0.467	sadness
infamie	0.464	sadness
pillage	0.461	sadness
déprécié	0.46	sadness
décliner	0.456	sadness
mal	0.455	sadness
illicite	0.455	sadness
disparu	0.453	sadness
rareté	0.453	sadness
isolé	0.453	sadness
monuments commémoratifs	0.453	sadness
abandon	0.453	sadness
incapacité	0.453	sadness
tribulations	0.453	sadness
perplexité	0.453	sadness
inhospitalier	0.453	sadness
envahir	0.453	sadness
pire	0.453	sadness
désapprouver	0.453	sadness
à tort	0.453	sadness
revolver	0.453	sadness
vulgarité	0.453	sadness
douce-amère	0.453	sadness
discriminer	0.453	sadness
saisir	0.453	sadness
bouleversement	0.453	sadness
épave	0.453	sadness
despotisme	0.453	sadness
est tombée	0.453	sadness
froncer	0.453	sadness
confisquer	0.453	sadness
critiquer	0.453	sadness
le marasme	0.453	sadness
réfugié	0.453	sadness
avalanche	0.453	sadness
humble	0.448	sadness
seul	0.446	sadness
guillotine	0.446	sadness
encombrement	0.441	sadness
annulation	0.44	sadness
délirant	0.439	sadness
accouchement	0.439	sadness
mauvais jour	0.439	sadness
bummer	0.439	sadness
sous-payés	0.438	sadness
détenu	0.438	sadness
restriction	0.438	sadness
stigmate	0.438	sadness
fugitif	0.438	sadness
sympathiser	0.438	sadness
indigent	0.438	sadness
clochard	0.438	sadness
pensif	0.438	sadness
manque	0.438	sadness
blues	0.438	sadness
émotif	0.438	sadness
diminuer	0.438	sadness
désapprobateur	0.438	sadness
désapprouvé	0.438	sadness
sombre	0.438	sadness
apathique	0.438	sadness
imprudent	0.438	sadness
abcès	0.438	sadness
insignifiant	0.438	sadness
animosité	0.438	sadness
annulation	0.438	sadness
problème	0.438	sadness
interdire	0.438	sadness
folie	0.438	sadness
disloqué	0.438	sadness
désaccord	0.438	sadness
léthargie	0.438	sadness
rejette	0.438	sadness
débranché	0.438	sadness
absent	0.438	sadness
départ	0.438	sadness
ghetto	0.438	sadness
inaccessible	0.438	sadness
futile	0.438	sadness
coercition	0.438	sadness
dégonfler	0.438	sadness
insolvabilité	0.438	sadness
adieu	0.438	sadness
appendicite	0.438	sadness
déranger	0.435	sadness
disqualifié	0.435	sadness
faire trébucher	0.429	sadness
coulé	0.426	sadness
évacuation	0.424	sadness
dernier jour	0.424	sadness
varicelle	0.424	sadness
châtiment	0.424	sadness
cardiomyopathie	0.422	sadness
rare	0.422	sadness
voleur	0.422	sadness
inégal	0.422	sadness
coupe	0.422	sadness
névralgie	0.422	sadness
importun	0.422	sadness
hanté	0.422	sadness
insolvable	0.422	sadness
déchirure	0.422	sadness
kyste	0.422	sadness
discordant	0.422	sadness
déviation	0.422	sadness
méfait	0.422	sadness
mal	0.422	sadness
handicap	0.422	sadness
impartial	0.422	sadness
chute	0.422	sadness
mendiant	0.422	sadness
des difficultés	0.421	sadness
envahisseur	0.42	sadness
terne	0.42	sadness
tomber	0.418	sadness
illégitime	0.416	sadness
expulser	0.414	sadness
ténèbres	0.409	sadness
sans signification	0.409	sadness
syncope	0.407	sadness
odieux	0.406	sadness
assombrir	0.406	sadness
hostilité	0.406	sadness
chienne	0.406	sadness
confiner	0.406	sadness
canular	0.406	sadness
précaire	0.406	sadness
féodalisme	0.406	sadness
incendies	0.406	sadness
fatigué	0.406	sadness
faute	0.406	sadness
accident vasculaire cérébral	0.406	sadness
soumis	0.406	sadness
fureur	0.406	sadness
insatisfait	0.405	sadness
donner une fessée	0.403	sadness
inonder	0.402	sadness
soupir	0.402	sadness
vieille fille	0.4	sadness
bleu	0.4	sadness
dû	0.398	sadness
besoin de vie	0.398	sadness
embarrasser	0.394	sadness
piège	0.394	sadness
gravité	0.394	sadness
inutile	0.394	sadness
cage	0.391	sadness
brute	0.391	sadness
épuisé	0.391	sadness
dette	0.391	sadness
condescendance	0.391	sadness
reproche	0.391	sadness
nœud coulant	0.391	sadness
insultant	0.391	sadness
si seulement	0.391	sadness
tendeur	0.391	sadness
tromperie	0.391	sadness
coup de poing	0.391	sadness
froideur	0.391	sadness
nain	0.391	sadness
vorace	0.391	sadness
faible	0.391	sadness
inefficace	0.391	sadness
refusé	0.391	sadness
démon	0.391	sadness
banshee	0.391	sadness
mousson	0.391	sadness
rue	0.391	sadness
ineptie	0.391	sadness
subvertir	0.384	sadness
jalousie	0.382	sadness
gériatrique	0.379	sadness
manquer	0.379	sadness
lutte	0.379	sadness
inexcusable	0.379	sadness
empêtré	0.377	sadness
descente	0.377	sadness
cendres	0.377	sadness
inconsidéré	0.375	sadness
suce	0.375	sadness
noirceur	0.375	sadness
marasme	0.375	sadness
non conformité	0.375	sadness
cicatrice	0.375	sadness
sombre	0.375	sadness
trouille	0.375	sadness
glissement de terrain	0.375	sadness
disqualifier	0.375	sadness
gaspillage	0.375	sadness
épuisement	0.375	sadness
au revoir	0.375	sadness
la sympathie	0.375	sadness
évincer	0.375	sadness
séparation	0.375	sadness
se désister	0.375	sadness
inférieur	0.375	sadness
la prostitution	0.375	sadness
dissiper	0.375	sadness
couvert	0.375	sadness
enragé	0.375	sadness
peu attrayant	0.373	sadness
retard	0.373	sadness
s'excuser	0.37	sadness
fou	0.368	sadness
connard	0.366	sadness
détérioré	0.365	sadness
entre	0.364	sadness
vide	0.364	sadness
railleur	0.363	sadness
additionneur	0.361	sadness
auteur	0.359	sadness
entrave	0.359	sadness
affront	0.359	sadness
accusation	0.359	sadness
infructueux	0.359	sadness
incapable	0.359	sadness
déconnecter	0.359	sadness
défendeur	0.359	sadness
corse	0.359	sadness
obésité	0.359	sadness
raillerie	0.359	sadness
servile	0.359	sadness
malentendu	0.359	sadness
austère	0.359	sadness
doute	0.359	sadness
querelles	0.359	sadness
chasseur	0.359	sadness
infructueux	0.359	sadness
inefficacité	0.359	sadness
consécration	0.359	sadness
tremblement	0.359	sadness
sans emploi	0.359	sadness
agitation	0.359	sadness
impopulaire	0.359	sadness
évanouissement	0.359	sadness
engourdissement	0.359	sadness
patauger	0.359	sadness
idiotie	0.359	sadness
blocage	0.359	sadness
plaintif	0.359	sadness
troubles	0.351	sadness
becquet	0.348	sadness
intervention	0.348	sadness
déchets	0.348	sadness
wimpy	0.348	sadness
absent	0.348	sadness
défaut	0.347	sadness
désert	0.344	sadness
lourd	0.344	sadness
spectre	0.344	sadness
résigné	0.344	sadness
sillon	0.344	sadness
en retard	0.344	sadness
déclarer forfait	0.344	sadness
sans inspiration	0.344	sadness
plaidoyer	0.344	sadness
intercéder	0.344	sadness
coloré	0.344	sadness
plaider	0.344	sadness
aveuglément	0.344	sadness
atténuation	0.344	sadness
milice	0.344	sadness
chirurgie	0.344	sadness
retenue	0.344	sadness
procès	0.344	sadness
débattre	0.344	sadness
sans invitation	0.344	sadness
inexplicable	0.339	sadness
myopie	0.339	sadness
mésaventure	0.338	sadness
probation	0.336	sadness
rupture	0.333	sadness
en désaccord	0.333	sadness
incompétent	0.328	sadness
bas	0.328	sadness
interminable	0.328	sadness
dépendance	0.328	sadness
interdit	0.328	sadness
esclavage	0.328	sadness
douleur	0.328	sadness
non reconnu	0.328	sadness
bourrasque	0.328	sadness
inacceptable	0.328	sadness
à la dérive	0.328	sadness
népotisme	0.328	sadness
stérile	0.328	sadness
les bactéries	0.328	sadness
laisser	0.328	sadness
gronder	0.327	sadness
mou	0.324	sadness
clochard	0.323	sadness
fragile	0.319	sadness
avare	0.319	sadness
poursuivre en justice	0.318	sadness
à peine	0.318	sadness
blême	0.312	sadness
incarcération	0.312	sadness
erreur	0.312	sadness
assombri	0.312	sadness
déraper	0.312	sadness
defier	0.312	sadness
battre	0.312	sadness
gras	0.312	sadness
nostalgie	0.312	sadness
inhiber	0.312	sadness
évanescence	0.312	sadness
ulcère	0.312	sadness
tendon	0.312	sadness
absurde	0.312	sadness
cacher	0.311	sadness
défaut	0.31	sadness
résister	0.309	sadness
sympathique	0.307	sadness
bugaboo	0.304	sadness
avouer	0.303	sadness
opium	0.303	sadness
hélas	0.302	sadness
au cas où	0.297	sadness
s'arrêter	0.297	sadness
incompatible	0.297	sadness
migraine	0.297	sadness
tromper	0.297	sadness
trop froid	0.297	sadness
réprimer	0.297	sadness
inapproprié	0.297	sadness
discontinuité	0.297	sadness
revers	0.297	sadness
terne	0.297	sadness
faible	0.297	sadness
affaissement	0.297	sadness
ridé	0.297	sadness
ermite	0.296	sadness
en mouvement	0.295	sadness
rétrécir	0.295	sadness
frisson	0.291	sadness
tramp	0.288	sadness
sans importance	0.288	sadness
contrainte	0.288	sadness
décombres	0.282	sadness
nègre	0.281	sadness
gris	0.281	sadness
reculer	0.281	sadness
apathie	0.281	sadness
confession	0.281	sadness
vers le bas	0.281	sadness
retirer	0.281	sadness
désarçonner	0.281	sadness
fatigué	0.281	sadness
entacher	0.281	sadness
à l'exclusion	0.281	sadness
en retard	0.281	sadness
pénurie	0.281	sadness
grincheux	0.281	sadness
fiasco	0.281	sadness
révoquer	0.281	sadness
négatif	0.281	sadness
noir	0.281	sadness
la tremblante	0.281	sadness
timide	0.281	sadness
insensé	0.281	sadness
glas	0.275	sadness
soldat	0.273	sadness
humilié	0.273	sadness
confusion	0.273	sadness
palpiter	0.273	sadness
jurisprudence	0.273	sadness
gris	0.269	sadness
cabane	0.266	sadness
émotions mixtes	0.266	sadness
obstacle	0.266	sadness
relâché	0.266	sadness
négligent	0.266	sadness
liaison	0.266	sadness
irréaliste	0.266	sadness
dérive	0.266	sadness
éternité	0.266	sadness
en quittant	0.266	sadness
incommode	0.263	sadness
fausse déclaration	0.259	sadness
restreindre	0.259	sadness
stagnant	0.259	sadness
mauvais service	0.258	sadness
pas de soleil	0.255	sadness
marigot	0.255	sadness
région sauvage	0.255	sadness
erreur	0.25	sadness
ancrage	0.25	sadness
inexpliqué	0.25	sadness
fumisterie	0.25	sadness
crédule	0.25	sadness
spéculation	0.25	sadness
communisme	0.25	sadness
sans instruction	0.25	sadness
tempête	0.25	sadness
coup	0.25	sadness
laborieux	0.25	sadness
incomplet	0.25	sadness
gaspilleur	0.25	sadness
pin	0.25	sadness
éternel	0.25	sadness
plus âgée	0.25	sadness
démonstratif	0.242	sadness
mélodrame	0.242	sadness
jour de pluie	0.242	sadness
nécessité	0.236	sadness
ennui	0.235	sadness
nuageux	0.234	sadness
creux	0.234	sadness
burke	0.234	sadness
poubelle	0.234	sadness
pâle	0.234	sadness
partir	0.234	sadness
inintéressant	0.234	sadness
phrase	0.234	sadness
vide	0.234	sadness
annuler	0.234	sadness
brumeux	0.234	sadness
chaîne	0.234	sadness
brumeux	0.234	sadness
blocus	0.234	sadness
guérison	0.234	sadness
cas	0.228	sadness
pluvieux	0.227	sadness
lourd	0.223	sadness
bas	0.223	sadness
indifférent	0.223	sadness
jeûne	0.22	sadness
faire face	0.219	sadness
décoloré	0.219	sadness
la soif	0.219	sadness
boooo	0.219	sadness
pieux	0.219	sadness
gaffe	0.219	sadness
indifférence	0.219	sadness
aumône	0.219	sadness
cocaïne	0.218	sadness
dure	0.212	sadness
révolution	0.203	sadness
graisse	0.203	sadness
aride	0.203	sadness
léthargique	0.203	sadness
dégoûtant	0.203	sadness
entorse	0.203	sadness
froid	0.203	sadness
inférieur	0.203	sadness
facturable	0.203	sadness
chenu	0.203	sadness
vouloir	0.202	sadness
progression	0.201	sadness
fermeture	0.195	sadness
invaincu	0.193	sadness
grille	0.188	sadness
licou	0.188	sadness
meh	0.188	sadness
du froid	0.188	sadness
taquiner	0.188	sadness
scission	0.188	sadness
rumeur	0.188	sadness
cataracte	0.188	sadness
invalide	0.188	sadness
sincère	0.188	sadness
singularité	0.188	sadness
veau	0.188	sadness
retraite	0.188	sadness
interrompu	0.188	sadness
concerné	0.184	sadness
sarcasme	0.181	sadness
bande	0.179	sadness
sentiment	0.172	sadness
sève	0.172	sadness
des souvenirs	0.172	sadness
éviter	0.172	sadness
estime	0.172	sadness
ventouses	0.172	sadness
surcharge	0.172	sadness
divisé	0.172	sadness
destination	0.17	sadness
pas de neige	0.169	sadness
limité	0.167	sadness
pluie	0.163	sadness
délibéré	0.16	sadness
sans titre	0.157	sadness
passage	0.156	sadness
mauvaises herbes	0.156	sadness
traverser	0.156	sadness
rogner	0.155	sadness
grognement	0.154	sadness
procession	0.152	sadness
sans conséquence	0.152	sadness
impôt	0.142	sadness
trop cher	0.141	sadness
lesbienne	0.141	sadness
poids	0.141	sadness
tolérer	0.141	sadness
agresser	0.141	sadness
emo	0.141	sadness
suceptible	0.14	sadness
échoué	0.13	sadness
chenil	0.13	sadness
commémorer	0.125	sadness
en retard	0.125	sadness
théocratique	0.125	sadness
marge	0.125	sadness
socialiste	0.125	sadness
immobilité	0.125	sadness
doux	0.125	sadness
terrifiant	0.125	sadness
la fraternité	0.125	sadness
des nuages	0.125	sadness
non payé	0.125	sadness
défaut	0.121	sadness
dentelle	0.118	sadness
non publié	0.116	sadness
intéressé	0.114	sadness
forteresse	0.11	sadness
toison	0.109	sadness
prêtrise	0.109	sadness
évaluation	0.109	sadness
ultime	0.109	sadness
luxuriant	0.109	sadness
orchestre	0.109	sadness
harry	0.109	sadness
sanctifier	0.108	sadness
le revenu	0.1	sadness
gagnant	0.094	sadness
silencieux	0.094	sadness
sonnet	0.094	sadness
huer	0.094	sadness
vainement	0.091	sadness
cabane	0.078	sadness
opéra	0.078	sadness
humble	0.078	sadness
motivant	0.078	sadness
humide	0.078	sadness
ovation	0.078	sadness
étreinte	0.078	sadness
traiter	0.076	sadness
hymne	0.064	sadness
honnête	0.062	sadness
reliques	0.061	sadness
canapé	0.06	sadness
gaufre	0.047	sadness
coquille	0.045	sadness
musical	0.045	sadness
saveur	0.034	sadness
serviette de table	0.031	sadness
vote	0.031	sadness
chanter	0.017	sadness
la musique	0.016	sadness
mère	0.016	sadness
nutritif	0.015	sadness
charmant	0.009	sadness
alcool	0	sadness
chérie	0	sadness
romance	0	sadness
art	0	sadness
le plus heureux	0.986	joy
bonheur	0.984	joy
félicité	0.971	joy
célébrer	0.97	joy
radieux	0.969	joy
en extase	0.954	joy
allégresse	0.944	joy
radieux	0.938	joy
meilleur jour de ma vie	0.938	joy
loveee	0.932	joy
fête	0.929	joy
génialité	0.926	joy
joie	0.924	joy
heureusement	0.922	joy
fabuleux	0.922	joy
exubérance	0.922	joy
excitation	0.922	joy
joyeux	0.922	joy
me rend heureux	0.922	joy
euphorie	0.922	joy
lovee	0.92	joy
reconnaissance	0.914	joy
danse joyeuse	0.912	joy
gaieté	0.912	joy
spectaculaire	0.912	joy
fou de joie	0.909	joy
pur bonheur	0.909	joy
triomphant	0.907	joy
amour amour amour	0.906	joy
extase	0.906	joy
de bonne humeur	0.906	joy
acclamation	0.897	joy
ravi	0.894	joy
gai	0.891	joy
aime ça	0.891	joy
tranquillité d'esprit	0.891	joy
enchanté	0.891	joy
euphorie	0.891	joy
excitation	0.891	joy
les plaisirs	0.891	joy
rire	0.891	joy
merveilleusement	0.881	joy
bienheureux	0.879	joy
aimant	0.879	joy
exceptionnel	0.879	joy
joyeux	0.879	joy
agréable	0.877	joy
une matinée	0.875	joy
aimer la vie	0.875	joy
yaaaay	0.875	joy
endroit heureux	0.875	joy
je l aime	0.875	joy
joie	0.875	joy
enthousiaste	0.875	joy
tellement heureux	0.868	joy
superbe	0.864	joy
en riant	0.864	joy
woohoo	0.864	joy
merveilleux	0.863	joy
j `aime noel	0.859	joy
hourra	0.859	joy
brillant	0.859	joy
applaudissement	0.859	joy
gloire	0.859	joy
larmes de joie	0.859	joy
mag	0.859	joy
alléluia	0.859	joy
yayyyy	0.859	joy
célèbre	0.859	joy
aimé	0.859	joy
passionnant	0.853	joy
céleste	0.853	joy
ravi	0.851	joy
jour de mademoiselle	0.848	joy
ho ho ho	0.845	joy
merveilleusement	0.844	joy
bénédiction	0.844	joy
favori vacances	0.844	joy
célébrer	0.844	joy
célébrations	0.833	joy
béni	0.833	joy
de fête	0.833	joy
douceur	0.833	joy
paradis	0.833	joy
merveilleux	0.833	joy
compliment	0.831	joy
enchanteur	0.828	joy
souriant	0.828	joy
tout sourire	0.828	joy
amour	0.828	joy
la douceur du foyer	0.826	joy
merci dieu	0.824	joy
merveilleux	0.824	joy
rire	0.824	joy
bonne humeur	0.819	joy
coeur heureux	0.818	joy
les joies	0.818	joy
sensationnel	0.818	joy
en fête	0.818	joy
excellence	0.818	joy
délicieux	0.818	joy
la bonté	0.818	joy
excité	0.818	joy
réjouissance	0.818	joy
reconnaissant	0.816	joy
jovial	0.814	joy
glorieux	0.812	joy
victorieux	0.812	joy
excellent	0.812	joy
aubaine	0.812	joy
réjouir	0.812	joy
splendide	0.812	joy
prendre plaisir	0.812	joy
faire l'amour	0.812	joy
belle journée	0.812	joy
smiley	0.812	joy
bon temps	0.811	joy
ce qui fait mesmile	0.811	joy
tous les jours	0.809	joy
mon préféré	0.804	joy
ouais	0.803	joy
joie	0.803	joy
yayyy	0.803	joy
plaisir	0.803	joy
merci seigneur	0.803	joy
pouffer de rire	0.802	joy
vie amoureuse	0.797	joy
oui	0.797	joy
happytweet	0.797	joy
succès	0.797	joy
dansant	0.797	joy
vie amoureuse	0.797	joy
plus heureux	0.797	joy
magnificence	0.797	joy
reconnaissant	0.789	joy
heureux	0.788	joy
amuser	0.788	joy
splendeur	0.788	joy
amusement	0.788	joy
glorifier	0.781	joy
